,id,original_text,published_date,label,original_text_converted
109,mg_5e88f222e4dc73425ee6a619_11460710730462,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/20,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
110,mg_5e88f222e4dc73425ee6ae0d_11463778680095,"這是假消息嗎？

同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/20,498,"這是假消息嗎？

同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
111,mg_5e88f222e4dc73425ee6ae36_11463519161714,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個",2020/2/20,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個"
112,mg_5e88f222e4dc73425ee6aec2_11461873175916,"轉發：我同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是幹咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點姜，多做運動，就不會 感染病毒。如果有發高燒的癥狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需註射疫苗。多吃姜，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，不需喝太多水，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個是一個。",2020/2/20,498,"轉發：我同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是幹咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點姜，多做運動，就不會 感染病毒。如果有發高燒的癥狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需註射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，不需喝太多水，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個是一個。"
113,mg_5e88f222e4dc73425ee6b4a6_11464637703536,"轉傳
同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。

這是才收到的。很合理。所以應該不會是假新聞？


這個看完，也請刪掉，免得成為亂傳訊息，而觸犯法律。
",2020/2/20,498,"轉傳
同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。

這是才收到的。很合理。所以應該不會是假新聞？


這個看完，也請刪掉，免得成為亂傳訊息，而觸犯法律。
"
114,mg_5e88f222e4dc73425ee6b53e_11462121551380,"朋友轉傳:
同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。",2020/2/20,498,"朋友轉傳:
同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。"
115,mg_5e88f222e4dc73425ee6b9ec_11461618563592,"轉發：我同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是幹咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點姜，多做運動，就不會 感染病毒。如果有發高燒的癥狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需註射疫苗。多吃姜，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，不需喝太多水，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個是一個",2020/2/20,498,"轉發：我同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是幹咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點姜，多做運動，就不會 感染病毒。如果有發高燒的癥狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需註射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，不需喝太多水，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個是一個"
116,mg_5e88f222e4dc73425ee6ba20_11462390280836,"朋友的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。",2020/2/20,498,"朋友的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。"
117,mg_5e88f226e4dc73425ee6cf43_11462525668807,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/20,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
118,mg_5e88f226e4dc73425ee6cf51_11460432100779,"轉傳~
同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。",2020/2/20,498,"轉傳~
同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。"
119,mg_5e88f226e4dc73425ee6cf9d_11459329283872,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/19,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
120,mg_5e88f226e4dc73425ee6d49e_11464263478071,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。",2020/2/20,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。"
121,mg_5e88f226e4dc73425ee6d8c3_11463128175112," 同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/20,498," 同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
122,mg_5e88f226e4dc73425ee6deaa_11460884772349,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/20,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
123,mg_5e88f226e4dc73425ee6e2b9_11464260198834,"轉傳：同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因为冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會感染病毒。如果有發高燒的症状，就蓋被子，喝薑湯，讓體内的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解决；少吃甜酸鹹苦，别去天氣寒冷的地區。病毒只要經太陽曝晒就會完全消失。
大家分享出去，幫到一個就一個。",2020/2/20,498,"轉傳：同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會感染病毒。如果有發高燒的症狀，就蓋被子，喝薑湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去天氣寒冷的地區。病毒只要經太陽曝曬就會完全消失。
大家分享出去，幫到一個就一個。"
124,mg_5e88f226e4dc73425ee6e3c3_11463809207397,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/20,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
125,mg_5e88f226e4dc73425ee6e535_11462724807799,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/20,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
